sample-id	forward-absolute-filepath	reverse-absolute-filepath
SRR18595720	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595720_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595720_2.fastq.gz
SRR18595721	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595721_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595721_2.fastq.gz
SRR18595722	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595722_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595722_2.fastq.gz
SRR18595723	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595723_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595723_2.fastq.gz
SRR18595724	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595724_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595724_2.fastq.gz
SRR18595725	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595725_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595725_2.fastq.gz
SRR18595726	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595726_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595726_2.fastq.gz
SRR18595727	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595727_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595727_2.fastq.gz
SRR18595728	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595728_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595728_2.fastq.gz
SRR18595729	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595729_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595729_2.fastq.gz
SRR18595730	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595730_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595730_2.fastq.gz
SRR18595731	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595731_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595731_2.fastq.gz
SRR18595732	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595732_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595732_2.fastq.gz
SRR18595733	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595733_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595733_2.fastq.gz
SRR18595734	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595734_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595734_2.fastq.gz
SRR18595735	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595735_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595735_2.fastq.gz
SRR18595736	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595736_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595736_2.fastq.gz
SRR18595737	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595737_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595737_2.fastq.gz
SRR18595738	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595738_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595738_2.fastq.gz
SRR18595739	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595739_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595739_2.fastq.gz
SRR18595740	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595740_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595740_2.fastq.gz
SRR18595741	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595741_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595741_2.fastq.gz
SRR18595742	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595742_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595742_2.fastq.gz
SRR18595743	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595743_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595743_2.fastq.gz
SRR18595744	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595744_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595744_2.fastq.gz
SRR18595745	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595745_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595745_2.fastq.gz
SRR18595746	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595746_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595746_2.fastq.gz
SRR18595747	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595747_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595747_2.fastq.gz
SRR18595748	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595748_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595748_2.fastq.gz
SRR18595749	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595749_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595749_2.fastq.gz
SRR18595750	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595750_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595750_2.fastq.gz
SRR18595751	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595751_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595751_2.fastq.gz
SRR18595752	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595752_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595752_2.fastq.gz
SRR18595753	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595753_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595753_2.fastq.gz
SRR18595754	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595754_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595754_2.fastq.gz
SRR18595755	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595755_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595755_2.fastq.gz
SRR18595756	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595756_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595756_2.fastq.gz
SRR18595757	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595757_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595757_2.fastq.gz
SRR18595758	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595758_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595758_2.fastq.gz
SRR18595759	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595759_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595759_2.fastq.gz
SRR18595760	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595760_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595760_2.fastq.gz
SRR18595761	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595761_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595761_2.fastq.gz
SRR18595762	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595762_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595762_2.fastq.gz
SRR18595763	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595763_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595763_2.fastq.gz
SRR18595764	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595764_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595764_2.fastq.gz
SRR18595765	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595765_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595765_2.fastq.gz
SRR18595766	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595766_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595766_2.fastq.gz
SRR18595767	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595767_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595767_2.fastq.gz
SRR18595768	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595768_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595768_2.fastq.gz
SRR18595769	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595769_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595769_2.fastq.gz
SRR18595770	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595770_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595770_2.fastq.gz
SRR18595771	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595771_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595771_2.fastq.gz
SRR18595772	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595772_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595772_2.fastq.gz
SRR18595773	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595773_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595773_2.fastq.gz
SRR18595774	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595774_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595774_2.fastq.gz
SRR18595775	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595775_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595775_2.fastq.gz
SRR18595776	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595776_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595776_2.fastq.gz
SRR18595777	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595777_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595777_2.fastq.gz
SRR18595778	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595778_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595778_2.fastq.gz
SRR18595779	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595779_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595779_2.fastq.gz
SRR18595780	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595780_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595780_2.fastq.gz
SRR18595781	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595781_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595781_2.fastq.gz
SRR18595782	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595782_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595782_2.fastq.gz
SRR18595783	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595783_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595783_2.fastq.gz
SRR18595784	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595784_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595784_2.fastq.gz
SRR18595785	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595785_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595785_2.fastq.gz
SRR18595786	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595786_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595786_2.fastq.gz
SRR18595787	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595787_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595787_2.fastq.gz
SRR18595788	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595788_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595788_2.fastq.gz
SRR18595789	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595789_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595789_2.fastq.gz
SRR18595790	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595790_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595790_2.fastq.gz
SRR18595791	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595791_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595791_2.fastq.gz
SRR18595792	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595792_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595792_2.fastq.gz
SRR18595793	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595793_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595793_2.fastq.gz
SRR18595794	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595794_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595794_2.fastq.gz
SRR18595795	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595795_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595795_2.fastq.gz
SRR18595796	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595796_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595796_2.fastq.gz
SRR18595797	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595797_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595797_2.fastq.gz
SRR18595798	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595798_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595798_2.fastq.gz
SRR18595799	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595799_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595799_2.fastq.gz
SRR18595800	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595800_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595800_2.fastq.gz
SRR18595801	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595801_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595801_2.fastq.gz
SRR18595802	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595802_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595802_2.fastq.gz
SRR18595803	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595803_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595803_2.fastq.gz
SRR18595804	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595804_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595804_2.fastq.gz
SRR18595805	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595805_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595805_2.fastq.gz
SRR18595806	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595806_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595806_2.fastq.gz
SRR18595807	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595807_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595807_2.fastq.gz
SRR18595808	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595808_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595808_2.fastq.gz
SRR18595809	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595809_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595809_2.fastq.gz
SRR18595810	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595810_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595810_2.fastq.gz
SRR18595811	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595811_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595811_2.fastq.gz
SRR18595812	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595812_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595812_2.fastq.gz
SRR18595813	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595813_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595813_2.fastq.gz
SRR18595814	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595814_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595814_2.fastq.gz
SRR18595815	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595815_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595815_2.fastq.gz
SRR18595816	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595816_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595816_2.fastq.gz
SRR18595817	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595817_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595817_2.fastq.gz
SRR18595818	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595818_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595818_2.fastq.gz
SRR18595819	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595819_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595819_2.fastq.gz
SRR18595820	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595820_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595820_2.fastq.gz
SRR18595821	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595821_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595821_2.fastq.gz
SRR18595822	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595822_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595822_2.fastq.gz
SRR18595823	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595823_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595823_2.fastq.gz
SRR18595824	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595824_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595824_2.fastq.gz
SRR18595825	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595825_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595825_2.fastq.gz
SRR18595826	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595826_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595826_2.fastq.gz
SRR18595827	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595827_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595827_2.fastq.gz
SRR18595828	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595828_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595828_2.fastq.gz
SRR18595829	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595829_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595829_2.fastq.gz
SRR18595830	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595830_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595830_2.fastq.gz
SRR18595831	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595831_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595831_2.fastq.gz
SRR18595832	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595832_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595832_2.fastq.gz
SRR18595833	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595833_1.fastq.gz	/home/ubuntu/OSCC_16S/PRJNA822685/raw/SRR18595833_2.fastq.gz
